venta_id,cliente_id,producto_id,fecha_venta,cantidad,precio_unitario,total,canal,sucursal_id,vendedor
VEN003888,CLI00612,PROD0222,2024-10-20,5,2075.36,10376.8,Tienda,SUC004,
VEN003889,CLI00013,PROD0016,2023-05-29,5,7128.05,35640.25,Call Center,SUC003,L. Pérez
VEN003890,CLI00320,PROD0270,2025-10-11,7,10522.7,73658.9,Distribuidor,SUC006,L. Pérez
VEN003891,CLI00524,PROD0253,2023-05-22,1,3128.43,3128.43,Distribuidor,SUC010,C. Vargas
VEN003892,CLI01000,PROD0307,2023-04-03,6,11045.65,66273.9,Online,SUC999,L. Pérez
VEN003893,CLI00770,PROD0232,2024-04-12,1,11062.67,11062.67,Marketplace,SUC008,M. Rojas
VEN003894,CLI00704,PROD0023,2025-10-28,3,8544.19,25632.57,,SUC001,A. Torres
VEN003895,CLI00635,PROD0342,2025-08-03,2,5234.48,10468.96,Marketplace,SUC001,C. Vargas
VEN003896,CLI00495,PROD0139,2023-03-29,7,11596.56,81175.92,,SUC004,A. Torres
VEN003897,CLI00848,PROD0051,2024-09-02,4,223.25,893.0,Online,SUC008,
VEN003898,CLI00262,PROD0045,2024-07-03,7,11119.42,77835.94,Call Center,SUC008,L. Pérez
VEN003899,CLI00364,PROD0250,2024-08-14,6,5552.77,33316.62,,SUC003,
VEN003900,CLI00413,PROD0065,2025-03-29,9,4309.44,38784.96,Marketplace,SUC999,
VEN003901,CLI00694,PROD0047,2023-04-17,6,2860.16,17160.96,Marketplace,SUC007,
VEN003902,CLI01041,PROD0036,2025-01-04,6,9034.08,54204.48,,SUC008,A. Torres
VEN003903,CLI00666,PROD0187,2025-05-02,7,3180.25,22261.75,Online,SUC007,C. Vargas
VEN003904,CLI01147,PROD0299,2023-03-30,5,14557.94,72789.7,Distribuidor,SUC004,C. Vargas
VEN003905,CLI00490,PROD0199,2025-04-14,5,12061.22,60306.1,,SUC001,L. Pérez
VEN003906,CLI01165,PROD0190,2023-09-02,6,11360.64,68163.84,,SUC007,A. Torres
VEN003907,CLI00147,PROD0113,2024-11-15,4,4535.92,18143.68,Marketplace,SUC004,M. Rojas
VEN003908,CLI00270,PROD0134,2023-06-02,6,8642.33,51853.98,Distribuidor,SUC003,L. Pérez
VEN003909,CLI00809,PROD0311,2023-05-18,7,8817.88,61725.16,Distribuidor,SUC003,A. Torres
VEN003910,CLI00298,PROD0329,2026-03-08,7,14204.59,99432.13,Marketplace,SUC005,
VEN003911,CLI00795,PROD0297,2026-02-07,8,14355.01,114840.08,Call Center,SUC009,C. Vargas
VEN003912,CLI01170,PROD0260,2025-04-16,10,13806.57,138065.7,,SUC004,A. Torres
VEN003913,CLI01171,PROD0218,2023-04-30,4,2371.03,9484.12,Call Center,SUC003,C. Vargas
VEN003914,CLI00105,PROD0134,2025-03-07,4,8642.33,34569.32,Distribuidor,SUC003,M. Rojas
VEN003915,CLI00712,PROD0289,2025-05-14,2,4736.45,9472.9,Call Center,SUC003,M. Rojas
VEN003916,CLI00009,PROD0062,2025-09-15,0,10837.83,0.0,Call Center,SUC007,
VEN003917,CLI00021,PROD0057,2025-03-10,8,6729.21,53833.68,Tienda,SUC002,
VEN003918,CLI00186,PROD0293,2025-05-20,9,5899.81,53098.29,Tienda,SUC008,A. Torres
VEN003919,CLI01074,PROD0186,2024-04-08,6,5318.06,31908.36,Marketplace,SUC001,C. Vargas
VEN003920,CLI00308,PROD0089,2023-01-25,4,5130.53,20522.12,Marketplace,SUC004,L. Pérez
VEN003921,CLI00855,PROD0241,2024-12-23,4,3049.71,12198.84,Marketplace,SUC008,L. Pérez
VEN003922,CLI00802,PROD0318,2023-12-07,5,8387.38,41936.9,Distribuidor,SUC009,L. Pérez
VEN003923,CLI00133,PROD0001,2023-01-18,5,9563.34,47816.7,,SUC001,M. Rojas
VEN003924,CLI00327,PROD0241,2023-02-07,4,3049.71,12198.84,Tienda,SUC003,L. Pérez
VEN003925,CLI01073,PROD0090,2024-09-15,8,11366.86,90934.88,,SUC007,M. Rojas
VEN003926,CLI00666,PROD0066,2024-11-30,4,6963.5,27854.0,Marketplace,SUC002,A. Torres
VEN003927,CLI01141,PROD0264,2023-01-27,3,10364.96,31094.88,Tienda,SUC009,A. Torres
VEN003928,CLI00880,PROD0345,2024-11-05,10,7619.98,76199.8,Distribuidor,SUC999,C. Vargas
VEN003929,CLI00285,PROD0339,2026-02-25,2,12164.79,24329.58,Call Center,SUC004,A. Torres
VEN003930,CLI00211,PROD0049,2025-10-26,3,10250.98,30752.94,Online,SUC008,C. Vargas
VEN003931,CLI00062,PROD0108,2025-05-18,7,4963.16,34742.12,Marketplace,SUC007,M. Rojas
VEN003932,CLI00804,PROD0334,2024-09-14,10,11176.69,111766.9,Marketplace,SUC003,
VEN003933,CLI00151,PROD0333,2023-11-21,4,4497.18,17988.72,Marketplace,SUC006,
VEN003934,CLI01056,PROD0144,2023-01-21,6,5437.87,32627.22,Tienda,SUC004,C. Vargas
VEN003935,CLI00101,PROD0089,2024-07-23,10,5130.53,51305.3,Online,SUC004,C. Vargas
VEN003936,CLI00740,PROD0112,2024-02-10,6,11454.65,68727.9,,SUC002,M. Rojas
VEN003937,CLI00319,PROD0129,2023-09-16,6,12483.53,74901.18,,SUC008,L. Pérez
VEN003938,CLI00850,PROD0232,2026-04-07,2,11062.67,22125.34,,SUC006,A. Torres
VEN003939,CLI96048,PROD0028,2025-10-23,7,7373.79,51616.53,Marketplace,SUC009,A. Torres
VEN003940,CLI00935,PROD0035,2025-03-26,3,6873.86,20621.58,Call Center,SUC003,L. Pérez
VEN003941,CLI00599,PROD0278,2023-05-28,10,1632.2,16322.0,Distribuidor,SUC006,M. Rojas
VEN003942,CLI01035,PROD0122,2023-12-13,9,14804.59,133538.17,Online,SUC002,L. Pérez
VEN003943,CLI00248,PROD0142,2025-08-14,10,5407.94,54079.4,Marketplace,SUC008,C. Vargas
VEN003944,CLI00550,PROD0295,2024-05-18,2,14212.6,28425.2,Marketplace,SUC002,C. Vargas
VEN003945,CLI00721,PROD0226,2024-12-10,7,755.75,5290.25,Tienda,SUC009,M. Rojas
VEN003946,CLI00275,PROD0199,2026-03-08,2,12061.22,24122.44,,SUC006,L. Pérez
VEN003947,CLI01155,PROD0342,2023-09-26,1,5234.48,5234.48,Distribuidor,SUC005,
VEN003948,CLI00540,PROD0298,2024-01-24,5,9006.78,45033.9,,SUC005,L. Pérez
VEN003949,CLI00939,PROD0246,2023-06-07,7,4324.03,30268.21,,SUC004,
VEN003950,CLI01098,PROD0224,2024-11-27,6,14884.7,89308.2,Online,SUC001,
VEN003951,CLI00186,PROD0189,2024-12-10,10,1564.41,15644.1,,SUC007,C. Vargas
VEN003952,CLI01056,PROD0097,2024-03-02,3,2672.04,8016.12,Distribuidor,SUC999,L. Pérez
VEN003953,CLI00386,PROD0197,2023-08-28,1,12870.09,12870.09,Distribuidor,SUC005,A. Torres
VEN003954,CLI00316,PROD0327,2023-03-04,8,3254.42,26035.36,Marketplace,SUC007,A. Torres
VEN003955,CLI01151,PROD0168,2025-04-19,4,6389.04,25556.16,Online,SUC009,C. Vargas
VEN003956,CLI01096,PROD0022,2023-10-06,8,11215.09,89720.72,Online,SUC999,M. Rojas
VEN003957,CLI00060,PROD0115,2026-02-01,4,11841.79,47367.16,Distribuidor,SUC002,A. Torres
VEN003958,CLI00324,PROD0006,2025-05-24,10,2240.05,22400.5,Marketplace,SUC008,C. Vargas
VEN003959,CLI00451,PROD0227,2023-02-05,3,7883.57,23650.71,Tienda,SUC999,C. Vargas
VEN003960,CLI00458,PROD0152,2025-10-27,5,1730.54,8652.7,Tienda,SUC007,L. Pérez
VEN003961,CLI00862,PROD0248,2025-07-31,1,10259.07,10259.07,,SUC002,
VEN003962,CLI00006,PROD0178,2024-10-29,7,6354.03,44478.21,Marketplace,SUC005,M. Rojas
VEN003963,CLI01207,PROD0209,2025-09-06,8,13935.95,111487.6,Online,SUC006,L. Pérez
VEN003964,CLI00801,PROD0231,2024-05-14,4,2381.14,9524.56,Online,SUC007,L. Pérez
VEN003965,CLI00012,PROD0303,2024-07-08,6,7389.56,44337.36,Marketplace,SUC009,
VEN003966,CLI01015,PROD0124,2024-12-25,1,12373.44,12373.44,Distribuidor,SUC009,C. Vargas
VEN003967,CLI01094,PROD0064,2023-11-26,1,4158.06,4158.06,Call Center,SUC004,A. Torres
VEN003968,CLI00280,PROD0302,2025-05-15,3,8471.31,25413.93,Marketplace,SUC003,L. Pérez
VEN003969,CLI00558,PROD0254,2023-04-10,9,12943.46,116491.14,,SUC001,
VEN003970,CLI00672,PROD0265,2024-09-18,1,7118.56,7118.56,Online,SUC002,L. Pérez
VEN003971,CLI00791,PROD0063,2025-08-14,6,7734.89,46409.34,,SUC001,A. Torres
VEN003972,CLI00053,PROD0037,2023-04-24,10,11622.38,116223.8,Online,SUC008,M. Rojas
VEN003973,CLI01064,PROD9960,2024-06-11,6,13806.57,82839.42,Marketplace,SUC008,M. Rojas
VEN003974,CLI00633,PROD0255,2024-05-14,5,1674.32,8371.6,Marketplace,SUC010,M. Rojas
VEN003975,CLI01176,PROD0326,2026-02-09,1,11155.06,11155.06,Distribuidor,SUC005,A. Torres
VEN003976,CLI00432,PROD0055,2025-12-23,10,6998.21,69982.1,Call Center,SUC010,C. Vargas
VEN003977,CLI01020,PROD0035,2024-03-24,9,6873.86,61864.74,Tienda,SUC002,M. Rojas
VEN003978,CLI00028,PROD0180,2023-09-15,5,8886.71,44433.55,,SUC009,L. Pérez
VEN003979,CLI00359,PROD0184,2023-08-01,2,11178.58,22357.16,Online,SUC010,A. Torres
VEN003980,CLI00403,PROD0181,2024-09-06,10,13062.38,130623.8,,SUC001,
VEN003981,CLI00602,PROD0086,2024-08-01,10,12939.43,129394.3,Online,SUC003,L. Pérez
VEN003982,CLI01157,PROD0230,2023-03-16,10,9910.93,99109.3,,SUC999,M. Rojas
VEN003983,CLI00286,PROD0127,2026-01-15,9,2802.89,25226.01,,SUC008,C. Vargas
VEN003984,CLI00959,PROD0200,2023-03-16,7,4858.86,34012.02,,SUC007,M. Rojas
VEN003985,CLI01073,PROD0296,2023-05-26,6,9136.87,54821.22,Tienda,SUC005,A. Torres
VEN003986,CLI00436,PROD0289,2025-08-21,10,4736.45,47364.5,Distribuidor,SUC004,
VEN003987,CLI00945,PROD0147,2024-02-03,5,11446.2,57231.0,Online,SUC009,A. Torres
VEN003988,CLI01046,PROD0101,2024-05-04,7,8522.2,59655.4,Tienda,SUC010,M. Rojas
VEN003989,CLI00917,PROD0005,2025-02-27,3,10044.03,30132.09,Marketplace,SUC004,
VEN003990,CLI00342,PROD0003,2023-09-08,8,2328.71,18629.68,Call Center,SUC005,
VEN003991,CLI00164,PROD0283,2023-08-29,6,2863.57,17181.42,Tienda,SUC004,A. Torres
VEN003992,CLI00160,PROD0241,2025-04-29,9,3049.71,27447.39,Online,SUC006,C. Vargas
VEN003993,CLI00920,PROD0208,2025-10-07,8,10969.19,87753.52,Online,SUC010,M. Rojas
VEN003994,CLI01145,PROD0283,2023-10-04,10,2863.57,28635.7,Online,SUC004,A. Torres
VEN003995,CLI00320,PROD0272,2024-10-16,8,3034.65,24277.2,Marketplace,SUC005,A. Torres
VEN003996,CLI00733,PROD0258,2024-01-16,10,2302.71,23027.1,Tienda,SUC999,A. Torres
VEN003997,CLI00429,PROD0214,2025-02-13,1,463.42,463.42,Marketplace,SUC008,
VEN003998,CLI00988,PROD0057,2023-12-14,10,6729.21,67292.1,Call Center,SUC010,C. Vargas
VEN003999,CLI00359,PROD0194,2024-11-30,6,13822.81,82936.86,Marketplace,SUC002,M. Rojas
VEN004000,CLI00830,PROD0145,2025-04-28,10,12162.03,121620.3,Marketplace,SUC005,L. Pérez
VEN004001,CLI00195,PROD0159,2024-04-13,6,225.1,1350.6,Marketplace,SUC006,M. Rojas
VEN004002,CLI00728,PROD0228,2024-08-31,5,14251.97,71259.85,,SUC009,
VEN004003,CLI00300,PROD0166,2025-05-08,3,7899.43,23698.29,,SUC010,
VEN004004,CLI00100,PROD0058,2025-01-18,9,3766.97,33902.73,Online,SUC002,A. Torres
VEN004005,CLI00645,PROD0222,2024-05-26,0,2075.36,0.0,Tienda,SUC009,L. Pérez
VEN004006,CLI00153,PROD0164,2025-05-11,8,2167.73,17341.84,Marketplace,SUC001,L. Pérez
VEN004007,CLI00124,PROD0339,2025-12-25,7,12164.79,85153.53,Online,SUC010,
VEN004008,CLI00415,PROD0259,2023-05-19,4,7982.29,31929.16,Distribuidor,SUC004,L. Pérez
VEN004009,CLI00889,PROD0166,2027-08-11,1,7899.43,7899.43,Distribuidor,SUC007,A. Torres
VEN004010,CLI00510,PROD0321,2024-12-05,5,588.28,2941.4,Marketplace,SUC004,M. Rojas
VEN004011,CLI00424,PROD0277,2023-11-05,10,13058.89,130588.9,Tienda,SUC005,
VEN004012,CLI00737,PROD0071,2024-10-19,5,5569.41,27847.05,Marketplace,SUC001,L. Pérez
VEN004013,CLI00158,PROD0163,2025-08-21,6,14627.56,87765.36,Distribuidor,SUC999,M. Rojas
VEN004014,CLI00825,PROD0099,2026-01-18,9,13694.9,123254.1,Online,SUC999,M. Rojas
VEN004015,CLI00341,PROD0138,2025-02-12,3,13930.56,40587.65,Online,SUC999,
VEN004016,CLI00799,PROD0083,2025-02-12,9,1018.95,9170.55,Distribuidor,SUC008,L. Pérez
VEN004017,CLI00986,PROD0214,2024-03-17,3,463.42,1390.26,,SUC008,A. Torres
VEN004018,CLI00429,PROD0285,2024-07-25,6,9839.89,59039.34,Marketplace,SUC009,C. Vargas
VEN004019,CLI00380,PROD0212,2023-07-16,9,9513.46,85621.14,Distribuidor,SUC004,A. Torres
VEN004020,CLI00318,PROD0092,2024-07-28,10,5472.73,54727.3,Online,SUC003,M. Rojas
VEN004021,CLI00286,PROD0262,2025-03-13,1,10568.87,10568.87,Tienda,SUC006,M. Rojas
VEN004022,CLI01188,PROD0129,2025-10-24,2,12483.53,24967.06,Call Center,SUC005,L. Pérez
VEN004023,CLI00754,PROD0143,2026-01-09,2,7655.59,15311.18,Distribuidor,SUC003,L. Pérez
VEN004024,CLI01104,PROD0272,2023-06-25,4,3034.65,12138.6,Call Center,SUC001,A. Torres
VEN004025,CLI00476,PROD0178,2024-04-05,7,6354.03,44478.21,Online,SUC004,M. Rojas
VEN004026,CLI01035,PROD0078,2025-08-30,7,9860.05,69020.35,Tienda,SUC006,L. Pérez
VEN004027,CLI00019,PROD0158,2026-04-01,8,11923.21,95385.68,Distribuidor,SUC007,L. Pérez
VEN004028,CLI00908,PROD0052,2025-10-28,7,11143.87,78007.09,Distribuidor,SUC007,M. Rojas
VEN004029,CLI00190,PROD0100,2025-01-20,3,6007.44,18022.32,Online,SUC009,C. Vargas
VEN004030,CLI00354,PROD0277,2026-01-03,7,13058.89,91412.23,Call Center,SUC007,L. Pérez
VEN004031,CLI00431,PROD0153,2025-03-02,8,7068.83,56550.64,Online,SUC999,
VEN004032,CLI01103,PROD0090,2023-02-11,4,11366.86,45467.44,Distribuidor,SUC003,L. Pérez
VEN004033,CLI01115,PROD0225,2025-12-02,3,11230.38,33691.14,Distribuidor,SUC999,L. Pérez
VEN004034,CLI00810,PROD0240,2025-03-15,4,10887.41,43549.64,Tienda,SUC002,C. Vargas
VEN004035,CLI00415,PROD0125,2026-02-08,1,4951.24,4951.24,Call Center,SUC007,A. Torres
VEN004036,CLI00212,PROD0241,2025-03-18,3,3049.71,9149.13,Tienda,SUC009,A. Torres
VEN004037,CLI00483,PROD0107,2024-09-30,7,9235.48,64648.36,Distribuidor,SUC001,
VEN004038,CLI00582,PROD0342,2024-07-30,8,5234.48,41875.84,Distribuidor,SUC002,A. Torres
VEN004039,CLI00888,PROD0123,2024-03-31,5,4273.51,21367.55,,SUC001,M. Rojas
VEN004040,CLI91604,PROD0032,2025-04-23,7,8822.97,61760.79,Tienda,SUC007,C. Vargas
VEN004041,CLI00367,PROD0074,2024-07-15,9,3209.01,28881.09,Call Center,SUC006,L. Pérez
VEN004042,CLI00149,PROD0149,2025-12-28,1,498.2,498.2,,SUC006,C. Vargas
VEN004043,CLI00775,PROD0078,2026-03-23,3,9860.05,29580.15,Call Center,SUC002,A. Torres
VEN004044,CLI00004,PROD0262,2025-12-15,5,10568.87,52844.35,Marketplace,SUC002,A. Torres
VEN004045,CLI00784,PROD0213,2023-05-04,1,10256.52,10256.52,Tienda,SUC007,A. Torres
VEN004046,CLI00607,PROD0215,2023-02-06,10,3314.69,33146.9,,SUC002,C. Vargas
VEN004047,CLI00537,PROD0314,2024-02-13,6,10855.51,65133.06,Distribuidor,SUC999,
VEN004048,CLI00217,PROD0195,2024-10-01,3,12400.7,37202.1,Call Center,SUC002,A. Torres
VEN004049,CLI00853,PROD0200,2026-01-22,8,4858.86,38870.88,Distribuidor,SUC005,L. Pérez
VEN004050,CLI00964,PROD0114,2023-06-05,3,11797.88,35393.64,Marketplace,SUC006,A. Torres
VEN004051,CLI00364,PROD0350,2023-11-10,5,3425.93,17129.65,Tienda,SUC009,
VEN004052,CLI00400,PROD0178,2024-06-04,5,6354.03,31770.15,Online,SUC008,A. Torres
VEN004053,CLI00139,PROD0329,2025-08-08,1,14204.59,14204.59,Tienda,SUC010,
VEN004054,CLI00768,PROD0013,2024-05-14,3,7913.74,23741.22,,SUC999,A. Torres
VEN004055,CLI00709,PROD0328,2025-06-07,1,4210.64,4210.64,Marketplace,SUC002,L. Pérez
VEN004056,CLI01108,PROD0174,2024-03-31,4,11586.29,46345.16,,SUC004,A. Torres
VEN004057,CLI01024,PROD0042,2025-07-21,5,7088.47,35442.35,Distribuidor,SUC006,L. Pérez
VEN004058,CLI00524,PROD0034,2026-02-26,3,2847.32,8541.96,Distribuidor,SUC003,L. Pérez
VEN004059,CLI01186,PROD0092,2023-01-12,3,5472.73,16418.19,Tienda,SUC009,
VEN004060,CLI00148,PROD0183,2023-04-08,3,5242.2,15726.6,Distribuidor,SUC010,L. Pérez
VEN004061,CLI00285,PROD0057,2025-03-14,8,6729.21,53833.68,Distribuidor,SUC001,A. Torres
VEN004062,CLI00324,PROD0214,2025-05-30,10,463.42,4634.2,Tienda,SUC006,A. Torres
VEN004063,CLI00671,PROD0030,2024-04-11,8,10509.82,84078.56,,SUC003,L. Pérez
VEN004064,CLI00130,PROD0119,2024-08-27,10,4861.59,48615.9,Tienda,SUC001,M. Rojas
VEN004065,CLI00346,PROD0188,2023-12-11,1,12678.56,12678.56,Marketplace,SUC005,
VEN004066,CLI00814,PROD0078,2026-02-23,4,9860.05,39440.2,Tienda,SUC009,L. Pérez
VEN004067,CLI00606,PROD0025,2025-09-13,4,6932.22,27728.88,,SUC007,L. Pérez
VEN004068,CLI00527,PROD0108,2026-04-11,10,4963.16,49631.6,Distribuidor,SUC005,M. Rojas
VEN004069,CLI01152,PROD0183,2023-02-09,9,5242.2,47179.8,Tienda,SUC004,A. Torres
VEN004070,CLI01071,PROD0211,2023-07-16,5,13192.01,65960.05,Call Center,SUC009,C. Vargas
VEN004071,CLI00504,PROD0066,2023-04-06,10,6963.5,69635.0,Distribuidor,SUC006,A. Torres
VEN004072,CLI00682,PROD0030,2025-11-12,5,10509.82,52549.1,Marketplace,SUC999,A. Torres
VEN004073,CLI00686,PROD0300,2024-10-07,1,13656.68,13656.68,Online,SUC009,M. Rojas
VEN004074,CLI00433,PROD0239,2023-12-15,8,9249.05,73992.4,Online,SUC001,
VEN004075,CLI00107,PROD0248,2024-08-14,5,10259.07,51295.35,Call Center,SUC008,
VEN004076,CLI00475,PROD0291,2023-05-27,2,6322.98,12645.96,Marketplace,SUC002,C. Vargas
VEN004077,CLI00515,PROD0006,2024-02-15,1,2240.05,2240.05,,SUC005,L. Pérez
VEN004078,CLI00808,PROD0271,2024-07-21,9,5027.14,45244.26,Distribuidor,SUC007,L. Pérez
VEN004079,CLI00997,PROD0107,2024-08-24,8,9235.48,73883.84,Call Center,SUC010,C. Vargas
VEN004080,CLI00830,PROD0194,2025-06-25,1,13822.81,13822.81,Tienda,SUC004,C. Vargas
VEN004081,CLI00776,PROD0030,2025-08-20,5,10509.82,52549.1,Call Center,SUC002,M. Rojas
VEN004082,CLI00014,PROD0286,2026-01-17,2,13545.27,27090.54,Online,SUC004,C. Vargas
VEN004083,CLI01059,PROD0305,2025-10-23,4,12381.31,49525.24,,SUC003,L. Pérez
VEN004084,CLI00272,PROD0274,2024-07-31,10,8308.12,83081.2,Online,SUC005,M. Rojas
VEN004085,CLI01190,PROD0127,2023-08-28,6,2802.89,16817.34,Marketplace,SUC001,M. Rojas
VEN004086,CLI00811,PROD0312,2025-09-16,6,4763.27,28579.62,Marketplace,SUC006,M. Rojas
VEN004087,CLI00882,PROD0215,2024-08-16,9,3314.69,29832.21,Distribuidor,SUC001,M. Rojas
VEN004088,CLI00203,PROD0219,2025-12-07,4,8339.2,30698.47,Online,SUC008,L. Pérez
VEN004089,CLI00307,PROD0134,2023-05-18,9,8642.33,77780.97,Tienda,SUC006,M. Rojas
VEN004090,CLI00999,PROD0198,2023-11-17,5,12726.18,63630.9,Distribuidor,SUC009,M. Rojas
VEN004091,CLI00451,PROD0006,2025-01-02,4,2240.05,8960.2,Tienda,SUC010,L. Pérez
VEN004092,CLI00278,PROD0204,2025-12-04,1,5348.46,5348.46,,SUC009,L. Pérez
VEN004093,CLI00386,PROD0093,2026-02-18,10,10115.52,101155.2,Marketplace,SUC004,L. Pérez
VEN004094,CLI00062,PROD0048,2024-06-04,0,4310.21,0.0,Distribuidor,SUC010,C. Vargas
VEN004095,CLI00624,PROD0234,2024-07-11,6,1976.88,11861.28,,SUC008,M. Rojas
VEN004096,CLI00921,PROD0238,2024-07-18,1,3468.24,3468.24,Distribuidor,SUC010,A. Torres
VEN004097,CLI01180,PROD0214,2025-12-29,8,463.42,3707.36,Online,SUC010,L. Pérez
VEN004098,CLI00747,PROD0200,2026-03-23,6,4858.86,29153.16,Marketplace,SUC008,M. Rojas
VEN004099,CLI00789,PROD0049,2024-02-15,1,10250.98,10250.98,,SUC005,A. Torres
VEN004100,CLI00703,PROD0241,2025-04-02,4,3049.71,12198.84,Distribuidor,SUC010,A. Torres
VEN004101,CLI00105,PROD0266,2024-08-23,1,2768.41,2768.41,Online,SUC999,C. Vargas
VEN004102,CLI00643,PROD0220,2024-07-23,10,671.78,6717.8,Tienda,SUC001,C. Vargas
VEN004103,CLI00331,PROD0054,2025-11-02,9,5089.88,45808.92,Marketplace,SUC999,C. Vargas
VEN004104,CLI00140,PROD0347,2026-03-26,7,677.58,4743.06,Distribuidor,SUC002,C. Vargas
VEN004105,CLI00656,PROD0260,2024-01-06,8,13806.57,110452.56,Tienda,SUC007,M. Rojas
VEN004106,CLI00632,PROD0036,2023-03-07,2,9034.08,18068.16,Call Center,SUC009,L. Pérez
VEN004107,CLI00901,PROD0285,2025-07-09,7,9839.89,68879.23,Online,SUC003,C. Vargas
VEN004108,CLI00672,PROD0245,2026-01-29,3,13527.72,40583.16,Online,SUC009,M. Rojas
VEN004109,CLI01202,PROD0061,2025-10-01,3,5099.7,15299.1,Distribuidor,SUC010,
VEN004110,CLI01043,PROD9933,2024-06-12,3,12678.56,38035.68,Distribuidor,SUC999,
VEN004111,CLI00132,PROD0320,2023-02-22,7,11494.77,80463.39,,SUC009,L. Pérez
VEN004112,CLI00205,PROD0179,2024-11-16,9,12552.63,112973.67,Call Center,SUC004,C. Vargas
VEN004113,CLI00465,PROD0032,2024-03-15,5,8822.97,44114.85,Marketplace,SUC007,M. Rojas
VEN004114,CLI00254,PROD0272,2025-01-24,6,3034.65,18207.9,Distribuidor,SUC007,C. Vargas
VEN004115,CLI00045,PROD0253,2025-06-10,2,3128.43,6256.86,Distribuidor,SUC005,L. Pérez
VEN004116,CLI01122,PROD0049,2024-09-17,5,10250.98,51254.9,Online,SUC001,A. Torres
VEN004117,CLI00557,PROD0019,2025-01-26,8,12731.04,101848.32,Marketplace,SUC001,M. Rojas
VEN004118,CLI00489,PROD0063,2025-05-15,1,7734.89,7734.89,Call Center,SUC001,C. Vargas
VEN004119,CLI00996,PROD0082,2023-11-27,10,2085.06,20850.6,Tienda,SUC009,
VEN004120,CLI00677,PROD0157,2025-07-17,3,4952.76,14858.28,Tienda,SUC005,L. Pérez
VEN004121,CLI01206,PROD0249,2023-11-02,10,13197.69,131976.9,Call Center,SUC002,
VEN004122,CLI00984,PROD0100,2025-04-15,7,6007.44,42052.08,,SUC006,L. Pérez
VEN004123,CLI00913,PROD0188,2025-08-03,9,12678.56,114107.04,Distribuidor,SUC999,M. Rojas
VEN004124,CLI00992,PROD0035,2024-10-22,1,6873.86,6873.86,Tienda,SUC010,M. Rojas
VEN004125,CLI00727,PROD0332,2023-04-23,10,5552.34,55523.4,Marketplace,SUC008,C. Vargas
VEN004126,CLI00247,PROD0286,2024-02-04,6,13545.27,81271.62,,SUC007,A. Torres
VEN004127,CLI00219,PROD0244,2024-04-04,5,6178.37,30891.85,,SUC001,L. Pérez
VEN004128,CLI00126,PROD0081,2025-02-11,6,14280.1,85680.6,Online,SUC001,L. Pérez
VEN004129,CLI00248,PROD0103,2025-04-17,2,13596.81,27193.62,,SUC007,C. Vargas
VEN004130,CLI00953,PROD0181,2025-09-10,3,13062.38,39187.14,Online,SUC008,A. Torres
VEN004131,CLI00319,PROD0230,2025-08-17,10,9910.93,99109.3,Online,SUC008,C. Vargas
VEN004132,CLI00437,PROD0167,2025-04-20,1,1547.06,1547.06,Call Center,SUC003,C. Vargas
VEN004133,CLI00323,PROD0292,2023-02-18,10,258.55,2585.5,,SUC005,M. Rojas
VEN004134,CLI01049,PROD0281,2025-09-24,2,7064.7,14129.4,,SUC007,C. Vargas
VEN004135,CLI00815,PROD0070,2025-06-16,3,9927.44,29782.32,Online,SUC003,L. Pérez
VEN004136,CLI00639,PROD0127,2025-03-22,2,2802.89,5605.78,,SUC004,
VEN004137,CLI00137,PROD0164,2025-05-12,9,1579.45,14215.05,Call Center,SUC008,M. Rojas
VEN004138,CLI00688,PROD0215,2024-08-02,1,3314.69,3314.69,Marketplace,SUC008,
VEN004139,CLI00323,PROD0335,2024-02-23,1,6855.91,6855.91,Marketplace,SUC010,A. Torres
VEN004140,CLI00801,PROD0056,2024-12-19,6,5095.05,30570.3,Online,SUC999,M. Rojas
VEN004141,CLI93892,PROD0034,2023-03-02,5,2847.32,14236.6,,SUC010,C. Vargas
VEN004142,CLI00464,PROD0048,2023-11-13,3,4310.21,12930.63,,SUC001,C. Vargas
VEN004143,CLI00787,PROD0225,2025-04-11,7,11230.38,78612.66,Call Center,SUC005,A. Torres
VEN004144,CLI00665,PROD0120,2024-07-22,3,7569.0,22707.0,Tienda,SUC999,A. Torres
VEN004145,CLI00844,PROD0290,2024-03-29,5,13205.62,66028.1,Call Center,SUC004,M. Rojas
VEN004146,CLI01026,PROD0223,2025-08-13,2,7382.46,14764.92,Distribuidor,SUC999,A. Torres
VEN004147,CLI00749,PROD0284,2024-05-06,2,7624.48,15248.96,Distribuidor,SUC001,L. Pérez
VEN004148,CLI00928,PROD0115,2023-08-26,3,11841.79,35525.37,Tienda,SUC007,C. Vargas
VEN004149,CLI01143,PROD0335,2025-02-27,9,6855.91,61703.19,Call Center,SUC006,L. Pérez
VEN004150,CLI00763,PROD0069,2023-08-14,7,12822.62,89758.34,Call Center,SUC002,A. Torres
VEN004151,CLI00903,PROD0006,2025-01-18,6,2240.05,13440.3,Marketplace,SUC001,L. Pérez
VEN004152,CLI00321,PROD0319,2023-03-15,6,14251.99,85511.94,Distribuidor,SUC007,
VEN004153,CLI01010,PROD0137,2023-07-09,5,1558.4,7792.0,Tienda,SUC004,L. Pérez
